"Numéro FINESS","SIREN","Raison sociale","Complément distribution","Adresse","Lieudit/BP","Code postal","Libelle routage","Tel","Fax","Compl distr public","Adresse public","Lieudit/BP public","Code postal public","Routage public","Tel public","Fax public","Date ouvert","Code categorie","Lib categorie","Code statut","Lib statut","Code tarif","Lib tarif","Code PSPH","Lib PSPH","FINESS juridique","SAN:","Activite1","Modalité1","Forme1","Activite2","Modalité2","Forme2","Activite3","Modalité3","Forme3","Activite4","Modalité4","Forme4","Activite5","Modalité5","Forme5","Activite6","Modalité6","Forme6","Activite7","Modalité7","Forme7","Activite8","Modalité8","Forme8","Activite9","Modalité9","Forme9","Activite10","Modalité10","Forme10","Activite11","Modalité11","Forme11","Activite12","Modalité12","Forme12","Activite13","Modalité13","Forme13","Activite14","Modalité14","Forme14","Activite15","Modalité15","Forme15","Activite16","Modalité16","Forme16","Activite17","Modalité17","Forme17","Activite18","Modalité18","Forme18","Activite19","Modalité19","Forme19","Activite20","Modalité20","Forme20","Activite21","Modalité21","Forme21","Activite22","Modalité22","Forme22","Activite23","Modalité23","Forme23","Activite24","Modalité24","Forme24","Activite25","Modalité25","Forme25","EML:","Code1","Equipement1","Code2","Equipement2","Code3","Equipement3","Code4","Equipement4","Code5","Equipement5","Code6","Equipement6",,,,,,,,,,,,,,,,,
670007251,"442 877 130 00017","PHARMACIE CARBIENER",,"21 ROUTE DE LYON",,67640,"FEGERSHEIM","03 88 64 00 52 ",,,,,,,,,,620,"Pharmacie d'Officine",75,"Autre Société",1,"Etablissement Tarif Libre",,,670007244,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007285,,"PHARMACIE DE LA PAIX",,"101 ROUTE NATIONALE",,67760,"GAMBSHEIM","03 88 96 84 55 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007277,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007301,"343 069 555 00013","PHARMACIE MINKER",,"19 RUE CHARLES DE WENDEL",,67118,"GEISPOLSHEIM","03 88 68 86 92 ","03 88 68 88 75",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007293,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007335,,"PHARMACIE DES ACACIAS",,"45 RUE DU MARECHAL FOCH",,67118,"GEISPOLSHEIM","03 88 67 85 00 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670007327,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007350,,"PHARMACIE DE GERSTHEIM",,"22 RUE DU GENERAL KOENIG",,67150,"GERSTHEIM","03 88 98 31 31 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670003458,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007384,,"PHARMACIE LANG",,"26 RUE PRINCIPALE",,67240,"GRIES","03 88 72 45 34 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007376,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007400,,"PHARMACIE DE GUNDERSHOFFEN",,"8 RUE D'ALSACE",,67110,"GUNDERSHOFFEN","03 88 72 92 21 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007392,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007434,,"PHARMACIE DE L'AIGLE",,"35 AVENUE LERICHE",,67500,"HAGUENAU","03 88 05 48 10 ","03 88 05 48 12",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670007426,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007467,"332 075 761 00012","PHARMACIE SAINT-JOSEPH","CENTRE COMMERCIAL LA PINEDE","22 RUE DES FOUGERES",,67500,"HAGUENAU","03 88 73 49 48 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007442,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007483,,"PHARMACIE DU CERF D'HAGUENAU",,"60 GRAND'RUE",,67500,"HAGUENAU","03 88 93 81 05 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007475,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007517,,"PHARMACIE DE L'ANGE",,"82 GRAND'RUE",,67500,"HAGUENAU","03 88 07 17 67 ","03 88 93 56 17",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007491,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007533,,"PHARMACIE DU MARCHE",,"103 GRAND'RUE",,67500,"HAGUENAU","03 88 73 31 63 ","03 88 73 27 02",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670002468,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007566,,"PHARMACIE SAINT NICOLAS EHRET",,"42 BOULEVARD DE LATTRE DE TASSIGNY",,67500,"HAGUENAU","03 88 73 20 02 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007541,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007582,,"PHARMACIE DU PARC",,"12 BOULEVARD NESSEL","BP   64",67502,"HAGUENAU CEDEX","03 88 05 44 56 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007574,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007616,,"PHARMACIE DE LA MUSAU",,"75 ROUTE DE STRASBOURG",,67500,"HAGUENAU","03 88 93 77 78 ","03 88 93 44 03",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007590,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007632,,"PHARMACIE DANIEL GEISSERT",,"1 RUE DE LA GARE",,67690,"HATTEN","03 88 80 00 70 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007624,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007657,,"PHARMACIE DE LA RHODE",,"13 RUE DE KESKASTEL",,67260,"HERBITZHEIM","03 88 00 82 65 ","03 88 00 53 06",,,,,,,,,620,"Pharmacie d'Officine",75,"Autre Société",1,"Etablissement Tarif Libre",,,670007640,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007673,,"PHARMACIE DU RHIN",,"10 RUE DE GAMBSHEIM",,67850,"HERRLISHEIM","03 88 96 98 22 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007665,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007707,,"PHARMACIE D'HILSENHEIM",,"2 RUE DE L'EGLISE",,67600,"HILSENHEIM","03 88 85 43 06 ","03 88 85 48 80",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007681,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007723,,"PHARMACIE DE HOCHFELDEN",,"19 RUE DU GENERAL LEBOCQ",,67270,"HOCHFELDEN","03 88 91 51 18 ","03 88 91 76 30",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007715,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007756,,"PHARMACIE DU RIED",,"3 PLACE ALBERT SCHWEITZER",,67800,"HOENHEIM","03 88 33 13 99 ","03 88 81 39 65",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670007731,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007772,"333 755 965 00014","PHARMACIE MENZER OBRECHT",,"77 RUE DE LA REPUBLIQUE",,67800,"HOENHEIM","03 88 33 06 94 ","03 88 19 18 56",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007764,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007806,"417 507 340 00012","PHARMACIE DE LA POSTE",,"19 RUE DE LA ROBERTSAU",,67800,"HOENHEIM","03 88 62 65 00 ","03 88 62 96 62",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007780,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007822,,"PHARMACIE HECHLER-ALEX",,"18 RUE DE LA REPUBLIQUE",,67720,"HOERDT","03 88 51 31 50 ","03 88 69 29 02",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670007814,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007855,,"PHARMACIE KERNER",,"4 RUE DE LINGOLSHEIM",,67810,"HOLTZHEIM","03 88 78 19 04 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670007830,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007871,"332 938 471 00015","PHARMACIE KREMSER",,"31 RUE DU GENERAL DE GAULLE",,67230,"HUTTENHEIM","03 88 74 32 97 ","03 88 74 14 01",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007863,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007905,,"PHARMACIE DES VIGNES",,"69 AVENUE ANDRE MALRAUX",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 66 12 95 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007897,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007921,,"PHARMACIE DE LA NIEDERBOURG",,"57 ROUTE DE LYON",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 66 21 07 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670007913,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007954,"334 106 234 00027","PHARMACIE DES AMANDIERS",,"120 ROUTE DE LYON",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 67 30 30 ","03 88 67 26 64",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670007947,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670007970,,"PHARMACIE DE L'HOTEL DE VILLE",,"148 ROUTE DE LYON",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 66 17 01 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007962,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008002,,"PHARMACIE DES CEDRES",,"170 ROUTE DE LYON",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 55 15 25 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670007996,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008036,,"PHARMACIE DU BAGGERSEE","CENTRE COMMERCIAL DU BAGGERSEE","6 ROUTE DE STRASBOURG",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 79 59 59 ","03 88 79 59 57",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008010,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008051,,"PHARMACIE DU PAYS DE HANAU",,"131 RUE DU GENERAL DE GAULLE",,67340,"INGWILLER","03 88 89 29 49 ","03 88 89 29 50",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008044,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008085,,"PHARMACIE KNAUER ADOLFF",,"38 RUE DU MARECHAL FOCH",,67340,"INGWILLER","03 88 89 44 06 ","03 88 89 41 48",,,,,,,,,620,"Pharmacie d'Officine",75,"Autre Société",1,"Etablissement Tarif Libre",,,670008077,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008101,,"PHARMACIE DU RELAIS",,"27 ROUTE DE PARIS",,67117,"ITTENHEIM","03 88 69 00 14 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008093,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008135,,"PHARMACIE SAINT DAMIEN",,"8 RUE DE SCHIRRHEIN",,67240,"KALTENHOUSE","03 88 53 82 55 ","03 88 53 95 30",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008127,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008150,,"PHARMACIE DE LAMPERTHEIM",,"18 RUE PRINCIPALE",,67450,"LAMPERTHEIM","03 88 20 41 60 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670008143,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008184,,"PHARMACIE JAEHN",,"2 RUE DE LA PREMIERE ARMEE",,67630,"LAUTERBOURG","03 88 94 80 43 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008176,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008200,,"PHARMACIE ERLER",,"18 ROUTE DE WOERTH",,67510,"LEMBACH","03 88 94 42 82 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008192,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008234,,"PHARMACIE FOCH",,"43 RUE DU MARECHAL FOCH",,67380,"LINGOLSHEIM","03 88 10 28 30 ",,,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670008226,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008267,,"PHARMACIE GERARD",,"98 RUE DU MARECHAL FOCH",,67380,"LINGOLSHEIM","03 88 78 00 67 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008242,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008283,"449 871 623 00012","PHARMACIE DE LA NOUVELLE CITE",,"15 NOUVELLE CITE",,67380,"LINGOLSHEIM","03 88 78 37 77 ","03 88 78 26 32",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008275,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008317,,"PHARMACIE DES HIRONDELLES",,"11 RUE TIERGAERTEL",,67380,"LINGOLSHEIM","03 88 78 26 51 ","03 88 77 36 47",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008291,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008333,,"PHARMACIE PAGES",,"79 RUE PRINCIPALE",,67130,"LUTZELHOUSE","03 88 97 45 60 ","03 88 97 84 85",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008325,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008366,"352 160 261 00017","PHARMACIE DE L EUROPE",,"5 AVENUE DE L'EUROPE",,67390,"MARCKOLSHEIM","03 88 74 94 50 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008341,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008382,,"PHARMACIE DU RIED",,"22 RUE DU MARECHAL FOCH",,67390,"MARCKOLSHEIM","03 88 58 69 59 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008374,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008416,,"PHARMACIE DE L'ANGE",,"61 RUE DU GENERAL DE GAULLE","B.P. 14",67521,"MARLENHEIM CEDEX","03 88 87 51 03 ","03 88 87 79 28",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008390,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008432,,"PHARMACIE BROCKERS",,"15 RUE DU GENERAL LECLERC",,67440,"MARMOUTIER","03 88 70 60 38 ",,,,,,,,,,620,"Pharmacie d'Officine",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670008424,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008457,"500 711 916 00014","PHARMACIE DU COLLEGE",,"23 RUE DU CHANOINE MERTIAN",,67150,"MATZENHEIM","03 88 74 29 09 ","03 88 74 35 78",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670003128,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008473,,"PHARMACIE DE MEISTRATZHEIM",,"236 RUE PRINCIPALE",,67210,"MEISTRATZHEIM","03 88 95 31 88 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008465,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008507,,"PHARMACIE DORY LAURENT",,"8 RUE DE SOULTZ SOUS FORETS",,67250,"MERKWILLER PECHELBRONN","03 88 80 76 13 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670002419,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008523,,"PHARMACIE DE MERTZWILLER",,"4 PLACE DE LA LIBERTE",,67580,"MERTZWILLER","03 88 90 30 36 ","03 88 90 34 51",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670008515,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670008556,,"PHARMACIE DE MITTELHAUSEN",,"2 RUE PRINCIPALE",,67170,"MITTELHAUSEN","03 88 51 22 80 ","03 88 51 20 20",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670008531,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
